TransactionID,ProductID,Date,QuantitySold,SalePrice,SupplierID,DiscountApplied,CustomerType,DeliveryDays
T02598,P0229,2023-11-28 23:18:55.633751,10,430.18,S032,0.14,Wholesale,3
T02599,P0726,2024-02-04 23:18:55.633751,5,75.4,S033,0.28,E-commerce,1
T02600,P0661,2023-11-10 23:18:55.633751,14,264.12,S045,0.03,Retail,9
T02601,P0657,2024-02-15 23:18:55.633751,3,388.32,S006,0.24,E-commerce,7
T02602,P0228,2024-07-28 23:18:55.633751,15,101.21,S033,0.06,Wholesale,3
T02603,P0183,2024-02-28 23:18:55.633751,10,128.34,S047,0.01,Wholesale,4
T02604,P0346,2024-06-27 23:18:55.633751,11,76.15,S032,0.15,E-commerce,9
T02605,P0829,2024-09-26 23:18:55.633751,10,404.7,S039,0.04,Retail,5
T02606,P0339,2024-04-09 23:18:55.633751,12,288.01,S042,0.11,E-commerce,7
T02607,P0771,2024-04-17 23:18:55.633751,19,189.59,S002,0.09,Wholesale,9
T02608,P0294,2024-05-23 23:18:55.633751,17,411.68,S022,0.3,Retail,5
T02609,P0051,2023-12-16 23:18:55.633751,5,323.12,S006,0.29,E-commerce,3
T02610,P0765,2024-07-14 23:18:55.633751,8,161.64,S005,0.23,Retail,3
T02611,P0017,2024-10-10 23:18:55.633751,8,487.91,S037,0.12,E-commerce,2
T02612,P0699,2024-06-28 23:18:55.633751,8,238.2,S004,0.18,Retail,3
T02613,P0862,2024-09-20 23:18:55.633751,13,200.27,S012,0.1,Retail,2
T02614,P0778,2024-07-12 23:18:55.633751,11,43.92,S018,0.01,E-commerce,1
T02615,P0380,2023-12-15 23:18:55.633751,10,145.75,S001,0.15,Wholesale,6
T02616,P0317,2023-12-20 23:18:55.633751,16,88.19,S010,0.05,Wholesale,1
T02617,P0071,2024-06-08 23:18:55.633751,11,362.17,S029,0.03,Retail,9
T02618,P0082,2024-04-02 23:18:55.633751,14,36.69,S025,0.0,E-commerce,2
T02619,P0581,2023-12-25 23:18:55.633751,11,51.0,S046,0.26,Retail,4
T02620,P0438,2024-07-20 23:18:55.633751,3,188.84,S033,0.15,Wholesale,6
T02621,P0331,2024-07-10 23:18:55.633751,7,327.77,S020,0.24,Wholesale,1
T02622,P0203,2024-05-01 23:18:55.633751,11,292.92,S035,0.01,E-commerce,3
T02623,P0269,2023-11-11 23:18:55.633751,1,250.14,S038,0.2,Retail,9
T02624,P0268,2023-11-02 23:18:55.633751,11,482.12,S023,0.17,E-commerce,1
T02625,P0759,2023-12-29 23:18:55.633751,1,88.32,S027,0.06,Wholesale,3
T02626,P0749,2024-07-04 23:18:55.633751,13,271.05,S018,0.25,Retail,1
T02627,P0188,2024-07-17 23:18:55.633751,1,422.27,S026,0.28,E-commerce,4
T02628,P0891,2024-04-22 23:18:55.633751,3,403.82,S004,0.26,Wholesale,1
T02629,P0301,2024-04-03 23:18:55.633751,16,287.89,S008,0.04,Retail,8
T02630,P0936,2024-09-11 23:18:55.633751,3,216.2,S035,0.21,Retail,1
T02631,P0999,2024-07-11 23:18:55.633751,11,136.09,S037,0.05,E-commerce,1
T02632,P0115,2024-08-09 23:18:55.633751,4,12.0,S029,0.08,E-commerce,7
T02633,P0471,2024-07-21 23:18:55.633751,1,303.48,S018,0.21,E-commerce,2
T02634,P0724,2024-07-03 23:18:55.633751,8,355.79,S031,0.25,Retail,7
T02635,P0579,2023-11-28 23:18:55.633751,4,299.17,S050,0.26,Retail,8
T02636,P0859,2024-10-01 23:18:55.633751,4,89.3,S037,0.25,Wholesale,4
T02637,P0553,2024-06-01 23:18:55.633751,13,16.29,S036,0.02,Wholesale,1
T02638,P0024,2024-08-30 23:18:55.633751,1,354.85,S016,0.12,Wholesale,1
T02639,P0986,2024-04-06 23:18:55.633751,5,270.47,S001,0.14,Wholesale,9
T02640,P0402,2024-06-21 23:18:55.633751,12,345.07,S030,0.07,Wholesale,2
T02641,P0521,2024-03-19 23:18:55.633751,1,346.14,S045,0.18,E-commerce,2
T02642,P0420,2024-09-08 23:18:55.633751,16,240.09,S026,0.23,E-commerce,8
T02643,P0937,2024-02-21 23:18:55.633751,14,259.13,S023,0.07,E-commerce,2
T02644,P0239,2024-02-08 23:18:55.633751,15,470.56,S037,0.06,E-commerce,9
T02645,P0135,2024-08-30 23:18:55.633751,14,284.57,S024,0.29,Wholesale,9
T02646,P0586,2024-10-24 23:18:55.633751,5,126.42,S037,0.01,Retail,2
T02647,P0258,2024-07-13 23:18:55.633751,3,19.28,S038,0.25,E-commerce,1
T02648,P0379,2024-06-14 23:18:55.633751,8,95.87,S047,0.14,Wholesale,2
T02649,P0697,2023-11-26 23:18:55.633751,6,241.74,S011,0.1,Retail,4
T02650,P0349,2023-10-27 23:18:55.633751,15,410.84,S014,0.05,E-commerce,4
T02651,P0181,2024-07-29 23:18:55.633751,4,36.76,S049,0.21,E-commerce,2
T02652,P0890,2024-05-17 23:18:55.633751,16,170.92,S006,0.17,E-commerce,7
T02653,P0149,2024-05-25 23:18:55.633751,7,322.81,S040,0.09,E-commerce,1
T02654,P0195,2024-02-01 23:18:55.633751,9,436.05,S003,0.09,E-commerce,4
T02655,P0587,2024-01-16 23:18:55.633751,3,78.61,S022,0.25,Retail,6
T02656,P0176,2024-09-19 23:18:55.633751,11,181.98,S037,0.17,Retail,5
T02657,P0543,2024-07-28 23:18:55.633751,15,489.99,S039,0.23,Retail,7
T02658,P0093,2023-10-28 23:18:55.633751,15,293.57,S037,0.23,Retail,5
T02659,P0745,2024-09-13 23:18:55.633751,11,180.87,S027,0.13,E-commerce,4
T02660,P0829,2024-01-25 23:18:55.633751,10,292.68,S007,0.06,Wholesale,6
T02661,P0813,2024-09-26 23:18:55.633751,13,116.17,S003,0.02,Wholesale,7
T02662,P0952,2023-12-05 23:18:55.633751,4,468.17,S030,0.11,Retail,4
T02663,P0146,2024-10-02 23:18:55.633751,16,251.71,S026,0.11,Wholesale,8
T02664,P0398,2024-03-07 23:18:55.633751,3,382.63,S020,0.01,Wholesale,2
T02665,P0186,2024-05-10 23:18:55.633751,8,219.68,S013,0.24,Retail,2
T02666,P0021,2024-09-21 23:18:55.633751,3,60.34,S041,0.23,Retail,5
T02667,P0841,2023-10-31 23:18:55.633751,12,375.32,S040,0.01,Retail,3
T02668,P0754,2024-02-19 23:18:55.633751,9,218.12,S050,0.06,E-commerce,7
T02669,P0639,2024-03-14 23:18:55.633751,7,176.37,S018,0.18,Retail,9
T02670,P0869,2024-04-12 23:18:55.633751,14,379.45,S027,0.09,E-commerce,5
T02671,P0957,2024-02-09 23:18:55.633751,11,464.93,S003,0.09,Retail,1
T02672,P0574,2024-02-18 23:18:55.633751,7,60.04,S032,0.08,Retail,4
T02673,P0042,2024-09-16 23:18:55.633751,16,247.69,S041,0.06,E-commerce,4
T02674,P0028,2024-02-25 23:18:55.633751,7,379.06,S040,0.19,Retail,3
T02675,P0386,2024-07-08 23:18:55.633751,13,178.22,S011,0.17,E-commerce,6
T02676,P0823,2024-07-21 23:18:55.633751,3,437.62,S038,0.26,Wholesale,7
T02677,P0151,2024-01-29 23:18:55.633751,19,337.22,S049,0.27,Wholesale,1
T02678,P0334,2024-05-13 23:18:55.633751,14,381.34,S044,0.21,Wholesale,1
T02679,P0040,2024-07-16 23:18:55.633751,16,225.94,S011,0.2,Wholesale,9
T02680,P0551,2024-09-07 23:18:55.633751,10,23.04,S007,0.24,Wholesale,3
T02681,P0771,2023-11-29 23:18:55.633751,12,484.8,S031,0.11,Retail,4
T02682,P0252,2024-07-15 23:18:55.633751,3,155.14,S037,0.16,Wholesale,2
T02683,P0380,2023-12-19 23:18:55.633751,5,489.9,S008,0.08,Retail,9
T02684,P0103,2024-02-10 23:18:55.633751,11,16.71,S027,0.04,E-commerce,4
T02685,P0411,2024-04-24 23:18:55.633751,11,232.28,S020,0.12,Retail,2
T02686,P0117,2024-03-10 23:18:55.633751,18,149.36,S013,0.03,Wholesale,2
T02687,P0370,2024-08-21 23:18:55.633751,7,45.46,S005,0.08,Retail,5
T02688,P0903,2024-10-06 23:18:55.633751,12,182.74,S021,0.22,Wholesale,4
T02689,P0594,2024-01-24 23:18:55.633751,9,77.8,S040,0.21,Wholesale,7
T02690,P0171,2024-01-21 23:18:55.633751,11,222.14,S048,0.19,E-commerce,6
T02691,P0651,2024-03-01 23:18:55.633751,11,76.19,S006,0.07,Retail,7
T02692,P0508,2024-10-07 23:18:55.633751,9,121.35,S006,0.16,Retail,8
T02693,P0569,2024-06-20 23:18:55.633751,19,473.52,S003,0.06,Retail,3
T02694,P0709,2024-03-10 23:18:55.633751,5,141.37,S035,0.04,E-commerce,4
T02695,P0162,2024-08-10 23:18:55.633751,3,437.69,S037,0.25,Retail,5
T02696,P0707,2024-10-24 23:18:55.633751,3,92.39,S002,0.1,Wholesale,6
T02697,P0072,2024-07-31 23:18:55.633751,18,378.31,S038,0.18,Wholesale,8
T02698,P0677,2023-12-07 23:18:55.633751,12,460.4,S037,0.25,Wholesale,4
T02699,P0721,2024-06-03 23:18:55.633751,12,349.86,S012,0.19,Retail,6
T02700,P1000,2024-10-13 23:18:55.633751,2,68.2,S048,0.06,E-commerce,8
T02701,P0608,2023-12-05 23:18:55.633751,1,446.4,S011,0.13,Retail,3
T02702,P0217,2023-11-17 23:18:55.633751,17,78.9,S007,0.12,Retail,4
T02703,P0006,2024-01-28 23:18:55.633751,12,220.35,S037,0.27,E-commerce,9
T02704,P0330,2024-01-16 23:18:55.633751,3,79.57,S042,0.21,E-commerce,7
T02705,P0902,2024-05-04 23:18:55.633751,1,219.9,S001,0.3,Wholesale,8
T02706,P0070,2024-10-08 23:18:55.633751,3,286.81,S037,0.25,Retail,8
T02707,P0802,2024-08-26 23:18:55.633751,16,98.34,S037,0.13,Retail,1
T02708,P0203,2024-02-06 23:18:55.633751,6,82.09,S020,0.0,Wholesale,1
T02709,P0065,2024-10-11 23:18:55.633751,12,93.96,S021,0.06,E-commerce,8
T02710,P0403,2024-01-12 23:18:55.633751,15,373.73,S014,0.05,Retail,6
T02711,P0444,2024-03-03 23:18:55.633751,18,168.79,S022,0.15,Retail,7
T02712,P0136,2023-11-14 23:18:55.633751,18,432.37,S030,0.15,Retail,9
T02713,P0808,2023-12-13 23:18:55.633751,18,108.62,S032,0.13,Retail,9
T02714,P0897,2024-08-29 23:18:55.633751,12,247.22,S030,0.11,Wholesale,9
T02715,P0009,2023-11-26 23:18:55.633751,19,186.31,S033,0.07,Retail,3
T02716,P0015,2023-10-28 23:18:55.633751,6,154.9,S043,0.27,Wholesale,4
T02717,P0947,2024-06-21 23:18:55.633751,6,307.21,S004,0.02,E-commerce,8
T02718,P0432,2024-06-15 23:18:55.633751,4,245.7,S022,0.09,E-commerce,9
T02719,P0175,2024-09-15 23:18:55.633751,12,265.15,S043,0.02,Retail,2
T02720,P0070,2024-02-24 23:18:55.633751,6,203.0,S031,0.04,Wholesale,7
T02721,P0247,2024-02-25 23:18:55.633751,8,246.75,S042,0.1,E-commerce,8
T02722,P0939,2023-12-22 23:18:55.633751,1,275.13,S033,0.14,E-commerce,9
T02723,P0717,2024-02-20 23:18:55.633751,4,421.21,S025,0.15,Wholesale,9
T02724,P0114,2024-01-27 23:18:55.633751,10,444.07,S014,0.21,E-commerce,5
T02725,P0330,2023-11-23 23:18:55.633751,11,108.09,S006,0.28,E-commerce,6
T02726,P0911,2024-06-15 23:18:55.633751,12,339.55,S046,0.16,E-commerce,2
T02727,P0581,2023-11-17 23:18:55.633751,2,106.67,S017,0.24,E-commerce,7
T02728,P0508,2024-02-25 23:18:55.633751,5,375.13,S017,0.28,Wholesale,2
T02729,P0034,2023-12-28 23:18:55.633751,19,221.57,S044,0.01,E-commerce,6
T02730,P0575,2024-02-05 23:18:55.633751,17,319.93,S035,0.26,Retail,4
T02731,P0490,2024-06-26 23:18:55.633751,17,347.82,S001,0.15,Wholesale,8
T02732,P0865,2023-12-24 23:18:55.633751,6,321.6,S005,0.28,Retail,8
T02733,P0489,2024-03-25 23:18:55.633751,18,154.46,S009,0.02,Retail,9
T02734,P0983,2024-02-09 23:18:55.633751,3,409.08,S011,0.08,E-commerce,6
T02735,P0061,2023-12-27 23:18:55.633751,8,494.79,S035,0.18,Wholesale,7
T02736,P0778,2024-01-23 23:18:55.633751,17,414.8,S006,0.26,Retail,2
T02737,P0307,2024-01-03 23:18:55.633751,1,352.67,S022,0.29,Retail,2
T02738,P0186,2023-12-08 23:18:55.633751,4,266.16,S048,0.15,E-commerce,8
T02739,P0800,2023-11-30 23:18:55.633751,6,44.84,S006,0.09,Wholesale,4
T02740,P0917,2023-11-03 23:18:55.633751,6,67.14,S026,0.17,Wholesale,8
T02741,P0852,2024-09-27 23:18:55.633751,8,68.62,S027,0.03,Retail,7
T02742,P0415,2023-11-08 23:18:55.633751,14,254.11,S006,0.15,E-commerce,8
T02743,P0169,2024-02-08 23:18:55.633751,4,52.1,S023,0.02,E-commerce,2
T02744,P0257,2024-04-10 23:18:55.633751,6,463.17,S032,0.21,Retail,8
T02745,P0756,2024-10-11 23:18:55.633751,13,23.44,S047,0.23,E-commerce,6
T02746,P0112,2024-01-03 23:18:55.633751,14,390.12,S039,0.24,E-commerce,1
T02747,P0918,2024-09-27 23:18:55.633751,14,122.06,S006,0.04,Retail,7
T02748,P0299,2024-03-18 23:18:55.633751,5,465.81,S021,0.16,E-commerce,7
T02749,P0579,2024-06-07 23:18:55.633751,4,393.04,S034,0.17,E-commerce,3
T02750,P0888,2024-04-15 23:18:55.633751,13,460.14,S030,0.19,Wholesale,3
T02751,P0667,2023-12-18 23:18:55.633751,17,169.12,S017,0.29,Retail,8
T02752,P0799,2024-08-20 23:18:55.633751,1,195.17,S009,0.04,Wholesale,2
T02753,P0217,2024-07-03 23:18:55.633751,12,337.73,S040,0.21,Wholesale,3
T02754,P0307,2024-08-14 23:18:55.633751,13,199.83,S008,0.02,E-commerce,1
T02755,P0329,2023-12-20 23:18:55.633751,11,131.0,S050,0.04,Wholesale,5
T02756,P0464,2024-09-27 23:18:55.633751,9,194.95,S001,0.17,Wholesale,6
T02757,P0410,2024-10-13 23:18:55.633751,2,155.45,S014,0.13,Retail,2
T02758,P0959,2024-01-06 23:18:55.633751,12,259.01,S047,0.2,Retail,7
T02759,P0062,2024-02-01 23:18:55.633751,12,209.61,S028,0.18,Wholesale,2
T02760,P0062,2024-08-13 23:18:55.633751,15,191.69,S050,0.14,Retail,6
T02761,P0257,2024-05-27 23:18:55.633751,8,94.06,S049,0.19,E-commerce,4
T02762,P0910,2024-04-22 23:18:55.633751,5,384.53,S038,0.25,Wholesale,5
T02763,P0209,2024-03-03 23:18:55.633751,11,172.66,S039,0.18,Retail,1
T02764,P0034,2024-09-14 23:18:55.633751,3,481.53,S004,0.24,E-commerce,4
T02765,P0624,2024-01-05 23:18:55.633751,19,251.53,S006,0.25,Retail,4
T02766,P0009,2024-04-26 23:18:55.633751,3,237.94,S002,0.22,Wholesale,2
T02767,P0262,2024-09-25 23:18:55.633751,2,45.36,S003,0.19,Retail,1
T02768,P0036,2024-06-11 23:18:55.633751,11,257.07,S012,0.2,Retail,3
T02769,P0345,2024-03-30 23:18:55.633751,8,173.88,S039,0.13,E-commerce,3
T02770,P0709,2024-08-16 23:18:55.633751,17,94.14,S043,0.2,Retail,3
T02771,P0561,2024-03-29 23:18:55.633751,10,157.31,S015,0.03,Wholesale,5
T02772,P0397,2024-04-05 23:18:55.633751,3,57.68,S025,0.24,E-commerce,5
T02773,P0068,2023-11-16 23:18:55.633751,14,394.19,S026,0.15,E-commerce,6
T02774,P0259,2024-01-23 23:18:55.633751,13,119.37,S044,0.22,Retail,5
T02775,P0063,2024-05-18 23:18:55.633751,7,140.05,S030,0.28,Wholesale,3
T02776,P0708,2023-11-19 23:18:55.633751,11,350.02,S021,0.05,E-commerce,9
T02777,P0727,2024-07-02 23:18:55.633751,9,246.17,S033,0.17,E-commerce,5
T02778,P0662,2024-10-11 23:18:55.633751,1,247.93,S044,0.18,Wholesale,7
T02779,P0614,2024-02-08 23:18:55.633751,16,113.11,S021,0.1,Wholesale,2
T02780,P0814,2024-09-10 23:18:55.633751,7,235.35,S034,0.25,E-commerce,7
T02781,P0335,2024-01-17 23:18:55.633751,10,111.82,S029,0.07,Retail,2
T02782,P0496,2024-02-01 23:18:55.633751,7,37.88,S038,0.25,Retail,8
T02783,P0214,2024-08-24 23:18:55.633751,6,433.82,S015,0.11,E-commerce,8
T02784,P0002,2024-05-26 23:18:55.633751,14,218.63,S002,0.05,Wholesale,5
T02785,P0739,2024-08-06 23:18:55.633751,2,475.2,S031,0.19,Wholesale,1
T02786,P0795,2024-03-14 23:18:55.633751,6,205.44,S019,0.09,Retail,6
T02787,P0925,2024-04-01 23:18:55.633751,8,337.56,S021,0.15,Retail,5
T02788,P0125,2023-12-28 23:18:55.633751,13,34.84,S011,0.27,Retail,7
T02789,P0849,2024-01-08 23:18:55.633751,19,227.35,S045,0.28,Wholesale,4
T02790,P0395,2024-06-17 23:18:55.633751,5,177.08,S040,0.25,Retail,4
T02791,P0118,2023-12-05 23:18:55.633751,6,110.98,S004,0.23,Wholesale,1
T02792,P0858,2023-12-28 23:18:55.633751,15,39.07,S032,0.24,E-commerce,9
T02793,P0390,2024-06-12 23:18:55.633751,17,208.08,S020,0.01,Wholesale,4
T02794,P0845,2024-04-24 23:18:55.633751,18,178.28,S035,0.23,E-commerce,7
T02795,P1000,2024-04-21 23:18:55.633751,3,347.13,S040,0.29,E-commerce,1
T02796,P0919,2024-03-26 23:18:55.633751,2,313.02,S038,0.25,Retail,8
T02797,P0145,2024-01-01 23:18:55.633751,3,495.3,S026,0.04,E-commerce,1
T02798,P0743,2024-08-11 23:18:55.633751,13,36.05,S033,0.01,E-commerce,3
T02799,P0582,2024-09-16 23:18:55.633751,7,93.43,S042,0.16,E-commerce,6
T02800,P0767,2024-04-18 23:18:55.633751,16,196.92,S043,0.15,Wholesale,1
T02801,P0360,2024-03-15 23:18:55.633751,4,187.09,S002,0.19,Retail,2
T02802,P0914,2024-05-23 23:18:55.633751,19,340.09,S018,0.26,Wholesale,9
T02803,P0466,2023-10-31 23:18:55.633751,6,96.72,S001,0.28,E-commerce,5
T02804,P0014,2023-12-01 23:18:55.633751,10,409.99,S048,0.02,E-commerce,9
T02805,P0916,2024-08-11 23:18:55.633751,19,196.09,S007,0.08,E-commerce,3
T02806,P0454,2024-05-21 23:18:55.633751,3,119.09,S006,0.06,Wholesale,6
T02807,P0635,2024-02-05 23:18:55.633751,16,177.73,S006,0.3,Retail,5
T02808,P0724,2024-08-15 23:18:55.633751,18,181.58,S005,0.08,Wholesale,9
T02809,P0863,2024-07-15 23:18:55.633751,1,154.87,S007,0.23,Wholesale,4
T02810,P0967,2024-05-11 23:18:55.633751,3,230.23,S011,0.25,Wholesale,5
T02811,P0973,2024-07-24 23:18:55.633751,2,403.06,S009,0.25,E-commerce,6
T02812,P0218,2024-07-19 23:18:55.633751,2,174.28,S031,0.02,Wholesale,8
T02813,P0523,2024-08-08 23:18:55.633751,14,260.62,S015,0.23,E-commerce,6
T02814,P0286,2024-08-09 23:18:55.633751,1,228.51,S045,0.05,Retail,1
T02815,P0710,2024-02-01 23:18:55.633751,4,355.33,S039,0.02,Retail,9
T02816,P0728,2024-08-25 23:18:55.633751,12,200.02,S012,0.0,Wholesale,2
T02817,P0718,2024-07-11 23:18:55.633751,12,287.19,S017,0.2,Wholesale,6
T02818,P0576,2024-03-07 23:18:55.633751,12,163.17,S043,0.12,Retail,4
T02819,P0978,2024-07-25 23:18:55.633751,10,109.44,S045,0.17,E-commerce,2
T02820,P0472,2023-12-20 23:18:55.633751,1,183.8,S020,0.19,Wholesale,7
T02821,P0394,2024-01-19 23:18:55.633751,17,110.22,S023,0.0,Retail,2
T02822,P0944,2024-10-21 23:18:55.633751,17,98.17,S004,0.28,Wholesale,8
T02823,P0059,2023-11-29 23:18:55.633751,1,6.81,S047,0.21,Wholesale,2
T02824,P0592,2024-06-12 23:18:55.633751,6,341.39,S030,0.07,Retail,9
T02825,P0833,2023-11-20 23:18:55.633751,11,363.34,S022,0.25,Retail,6
T02826,P0462,2024-06-06 23:18:55.633751,6,78.88,S033,0.26,E-commerce,8
T02827,P0877,2024-02-10 23:18:55.633751,14,380.76,S041,0.13,E-commerce,3
T02828,P0461,2023-12-17 23:18:55.633751,7,151.08,S010,0.25,E-commerce,8
T02829,P0356,2024-01-30 23:18:55.633751,13,301.48,S023,0.06,E-commerce,5
T02830,P0116,2024-05-10 23:18:55.633751,19,136.72,S032,0.26,E-commerce,4
T02831,P0114,2024-05-03 23:18:55.633751,11,148.48,S020,0.23,Retail,9
T02832,P0848,2024-05-06 23:18:55.633751,10,22.17,S035,0.13,Wholesale,1
T02833,P0675,2024-01-30 23:18:55.633751,16,330.5,S031,0.09,E-commerce,8
T02834,P0280,2024-01-03 23:18:55.633751,15,362.5,S015,0.13,Wholesale,3
T02835,P0034,2024-10-08 23:18:55.633751,3,263.33,S011,0.11,E-commerce,9
T02836,P0216,2024-01-30 23:18:55.633751,14,441.01,S036,0.04,E-commerce,7
T02837,P0351,2024-07-07 23:18:55.633751,8,231.51,S011,0.21,E-commerce,2
T02838,P0162,2024-05-16 23:18:55.633751,16,341.7,S044,0.06,Wholesale,8
T02839,P0228,2024-05-11 23:18:55.633751,16,365.32,S005,0.18,Wholesale,9
T02840,P0757,2024-07-27 23:18:55.633751,5,133.54,S030,0.2,Wholesale,8
T02841,P0875,2024-02-10 23:18:55.633751,1,115.42,S040,0.24,Wholesale,4
T02842,P0261,2024-08-04 23:18:55.633751,4,283.42,S032,0.07,Wholesale,3
T02843,P0257,2024-06-27 23:18:55.633751,15,238.94,S038,0.12,Wholesale,4
T02844,P0756,2024-08-28 23:18:55.633751,5,290.42,S034,0.23,E-commerce,1
T02845,P0650,2024-06-11 23:18:55.633751,14,265.37,S031,0.22,Wholesale,1
T02846,P0367,2023-12-17 23:18:55.633751,12,268.87,S030,0.12,Retail,4
T02847,P0422,2024-04-06 23:18:55.633751,3,309.19,S049,0.22,E-commerce,2
T02848,P0281,2024-02-20 23:18:55.633751,11,434.65,S024,0.29,Retail,6
T02849,P0576,2024-04-14 23:18:55.633751,10,26.16,S003,0.03,Retail,3
T02850,P0443,2024-06-23 23:18:55.633751,9,282.37,S018,0.29,E-commerce,1
T02851,P0157,2023-12-24 23:18:55.633751,10,216.38,S025,0.17,Wholesale,7
T02852,P0774,2024-06-19 23:18:55.633751,19,254.44,S046,0.26,E-commerce,2
T02853,P0680,2024-03-02 23:18:55.633751,10,358.51,S045,0.15,E-commerce,2
T02854,P0123,2024-10-01 23:18:55.633751,11,229.51,S026,0.06,E-commerce,6
T02855,P0298,2023-11-10 23:18:55.633751,1,107.89,S039,0.24,E-commerce,6
T02856,P0823,2024-06-25 23:18:55.633751,11,306.39,S015,0.17,E-commerce,4
T02857,P0927,2024-10-05 23:18:55.633751,3,236.69,S013,0.19,Wholesale,5
T02858,P0421,2024-06-12 23:18:55.633751,3,64.76,S041,0.06,Retail,9
T02859,P0961,2024-08-16 23:18:55.633751,14,196.62,S049,0.26,Retail,7
T02860,P0158,2024-04-03 23:18:55.633751,3,134.46,S040,0.07,E-commerce,1
T02861,P0267,2024-08-05 23:18:55.633751,9,11.76,S003,0.13,Retail,3
T02862,P0480,2024-10-14 23:18:55.633751,4,311.17,S033,0.25,Wholesale,2
T02863,P0787,2024-09-07 23:18:55.633751,4,329.47,S003,0.3,Retail,9
T02864,P0610,2024-04-29 23:18:55.633751,12,481.06,S050,0.0,Retail,8
T02865,P0714,2024-10-17 23:18:55.633751,16,174.07,S035,0.28,Retail,5
T02866,P0290,2024-04-20 23:18:55.633751,3,146.66,S043,0.29,Retail,9
T02867,P0519,2024-01-31 23:18:55.633751,16,95.41,S008,0.29,E-commerce,9
T02868,P0297,2024-01-08 23:18:55.633751,6,76.97,S021,0.21,Wholesale,5
T02869,P0616,2024-05-05 23:18:55.633751,3,336.32,S002,0.04,E-commerce,7
T02870,P0599,2024-04-27 23:18:55.633751,1,20.17,S034,0.1,Retail,4
T02871,P0714,2024-07-26 23:18:55.633751,6,385.54,S045,0.16,E-commerce,1
T02872,P0688,2023-11-17 23:18:55.633751,7,154.76,S004,0.01,Wholesale,8
T02873,P0798,2024-03-03 23:18:55.633751,18,103.21,S030,0.29,E-commerce,8
T02874,P0624,2024-04-17 23:18:55.633751,6,292.57,S015,0.2,Wholesale,6
T02875,P0961,2024-07-17 23:18:55.633751,19,434.29,S002,0.08,E-commerce,2
T02876,P0997,2023-12-25 23:18:55.633751,8,152.73,S008,0.05,Wholesale,8
T02877,P0655,2024-10-05 23:18:55.633751,10,335.69,S034,0.03,Retail,6
T02878,P0326,2024-01-16 23:18:55.633751,18,131.05,S004,0.22,E-commerce,4
T02879,P0883,2024-05-08 23:18:55.633751,18,366.82,S040,0.3,Wholesale,3
T02880,P0554,2024-04-04 23:18:55.633751,8,85.14,S035,0.18,Retail,6
T02881,P0151,2024-02-01 23:18:55.633751,15,6.01,S005,0.06,Wholesale,5
T02882,P0931,2024-05-10 23:18:55.633751,12,56.86,S004,0.11,E-commerce,5
T02883,P0505,2024-09-08 23:18:55.633751,5,97.6,S033,0.24,Wholesale,7
T02884,P0428,2024-04-11 23:18:55.633751,5,78.5,S019,0.17,Retail,8
T02885,P0361,2024-01-07 23:18:55.633751,19,92.9,S015,0.08,E-commerce,7
T02886,P0478,2023-12-06 23:18:55.633751,12,424.19,S038,0.03,Retail,4
T02887,P0369,2024-06-06 23:18:55.633751,17,393.24,S046,0.01,Retail,6
T02888,P0042,2024-05-30 23:18:55.633751,7,22.13,S037,0.12,Retail,9
T02889,P0570,2024-03-15 23:18:55.633751,10,448.64,S020,0.24,Retail,5
T02890,P0370,2024-06-20 23:18:55.633751,3,101.77,S045,0.07,Wholesale,9
T02891,P0070,2024-09-18 23:18:55.633751,3,427.88,S017,0.2,Wholesale,8
T02892,P0925,2024-03-10 23:18:55.633751,10,163.47,S043,0.21,Retail,2
T02893,P0308,2023-12-27 23:18:55.633751,6,418.22,S039,0.24,Retail,6
T02894,P0708,2023-11-23 23:18:55.633751,3,153.13,S021,0.19,E-commerce,7
T02895,P0473,2024-02-13 23:18:55.633751,1,457.9,S020,0.11,E-commerce,3
T02896,P0246,2024-05-02 23:18:55.633751,10,72.68,S002,0.11,Retail,5
T02897,P0173,2024-08-05 23:18:55.633751,8,314.6,S026,0.19,Wholesale,1
T02898,P0963,2024-08-14 23:18:55.633751,7,411.85,S027,0.21,E-commerce,6
T02899,P0816,2024-05-26 23:18:55.633751,5,57.27,S022,0.05,Retail,1
T02900,P0310,2024-08-30 23:18:55.633751,15,278.91,S001,0.25,Retail,6
T02901,P0334,2024-03-22 23:18:55.633751,11,344.58,S026,0.27,E-commerce,9
T02902,P0625,2024-01-08 23:18:55.633751,7,428.09,S028,0.04,Retail,4
T02903,P0337,2023-11-21 23:18:55.633751,8,338.61,S030,0.14,E-commerce,9
T02904,P0375,2024-01-31 23:18:55.633751,11,342.54,S050,0.29,Wholesale,2
T02905,P0924,2024-10-04 23:18:55.633751,17,226.75,S032,0.17,E-commerce,7
T02906,P0225,2024-06-17 23:18:55.633751,15,162.94,S002,0.24,E-commerce,8
T02907,P0919,2024-04-12 23:18:55.633751,4,421.63,S003,0.02,E-commerce,1
T02908,P0202,2024-04-27 23:18:55.633751,4,235.34,S031,0.27,Wholesale,3
T02909,P0441,2024-03-12 23:18:55.633751,13,90.55,S018,0.04,Retail,1
T02910,P0824,2024-06-10 23:18:55.633751,18,80.94,S023,0.12,Retail,3
T02911,P0791,2024-05-29 23:18:55.633751,7,18.08,S047,0.21,E-commerce,1
