ProductID,Category,StockLevel,ReorderPoint,UnitPrice,SupplierID,WarehouseLocation,SafetyStock,LastRestockDate,ProductName,ProductImageURL
P0455,Food,53,38,114.43,S029,South,35,2024-08-08 23:18:55.619677,Snacks,https://example.com/images/P0455.jpg
P0456,Food,66,20,143.28,S007,North,25,2023-11-23 23:18:55.619677,Snacks,https://example.com/images/P0456.jpg
P0457,Clothing,99,37,122.05,S008,South,59,2024-06-19 23:18:55.619677,Shoes,https://example.com/images/P0457.jpg
P0458,Health,47,44,378.74,S026,South,19,2024-10-10 23:18:55.619677,Supplements,https://example.com/images/P0458.jpg
P0459,Electronics,98,30,111.08,S001,South,44,2024-03-24 23:18:55.619677,Tablet,https://example.com/images/P0459.jpg
P0460,Clothing,79,43,376.74,S017,South,43,2024-10-19 23:18:55.619677,Shoes,https://example.com/images/P0460.jpg
P0461,Sports,4,8,257.07,S029,West,33,2024-01-24 23:18:55.619677,Water Bottle,https://example.com/images/P0461.jpg
P0462,Home Goods,8,47,345.74,S040,East,12,2024-01-13 23:18:55.619677,Lamp,https://example.com/images/P0462.jpg
P0463,Home Goods,70,21,427.09,S024,South,43,2024-04-25 23:18:55.619677,Lamp,https://example.com/images/P0463.jpg
P0464,Health,46,9,317.74,S038,West,17,2024-08-08 23:18:55.619677,Thermometer,https://example.com/images/P0464.jpg
P0465,Food,67,5,29.43,S001,North,45,2024-03-10 23:18:55.619677,Snacks,https://example.com/images/P0465.jpg
P0466,Sports,87,39,115.88,S028,East,55,2024-05-30 23:18:55.619677,Yoga Mat,https://example.com/images/P0466.jpg
P0467,Health,70,11,404.27,S038,North,39,2023-11-12 23:18:55.619677,Vitamins,https://example.com/images/P0467.jpg
P0468,Electronics,4,25,34.94,S036,South,41,2024-05-16 23:18:55.619677,Laptop,https://example.com/images/P0468.jpg
P0469,Health,70,23,356.96,S047,South,12,2023-10-29 23:18:55.619677,Sanitizer,https://example.com/images/P0469.jpg
P0470,Food,62,30,98.59,S031,West,40,2024-03-05 23:18:55.619677,Juice,https://example.com/images/P0470.jpg
P0471,Electronics,70,8,466.72,S014,West,12,2023-12-30 23:18:55.619677,Smartwatch,https://example.com/images/P0471.jpg
P0472,Clothing,38,30,377.12,S009,West,11,2024-07-04 23:18:55.619677,T-Shirt,https://example.com/images/P0472.jpg
P0473,Sports,21,35,321.54,S031,South,18,2024-09-10 23:18:55.619677,Soccer Ball,https://example.com/images/P0473.jpg
P0474,Electronics,77,19,439.9,S005,West,37,2024-01-27 23:18:55.619677,Smartphone,https://example.com/images/P0474.jpg
P0475,Home Goods,25,31,409.62,S008,South,14,2024-02-18 23:18:55.619677,Candle,https://example.com/images/P0475.jpg
P0476,Health,15,40,185.94,S022,North,46,2024-04-13 23:18:55.619677,Sanitizer,https://example.com/images/P0476.jpg
P0477,Health,41,9,80.65,S025,West,14,2024-02-04 23:18:55.619677,Vitamins,https://example.com/images/P0477.jpg
P0478,Sports,58,32,50.18,S044,West,57,2024-01-10 23:18:55.619677,Bicycle Helmet,https://example.com/images/P0478.jpg
P0479,Electronics,95,8,231.32,S021,North,50,2024-02-11 23:18:55.619677,Tablet,https://example.com/images/P0479.jpg
P0480,Health,47,5,223.81,S049,South,40,2024-08-08 23:18:55.619677,Toothpaste,https://example.com/images/P0480.jpg
P0481,Food,66,38,293.51,S038,West,57,2024-06-22 23:18:55.619677,Juice,https://example.com/images/P0481.jpg
P0482,Home Goods,51,17,69.85,S041,East,23,2024-06-27 23:18:55.619677,Curtains,https://example.com/images/P0482.jpg
P0483,Electronics,68,45,119.66,S017,East,54,2024-06-21 23:18:55.619677,Tablet,https://example.com/images/P0483.jpg
P0484,Electronics,71,26,42.68,S050,North,45,2024-05-07 23:18:55.619677,Tablet,https://example.com/images/P0484.jpg
P0485,Clothing,44,47,342.84,S040,North,34,2023-11-10 23:18:55.619677,T-Shirt,https://example.com/images/P0485.jpg
P0486,Sports,8,41,58.81,S027,East,34,2024-01-16 23:18:55.619677,Water Bottle,https://example.com/images/P0486.jpg
P0487,Electronics,96,11,44.76,S026,West,11,2024-08-08 23:18:55.619677,Smartwatch,https://example.com/images/P0487.jpg
P0488,Sports,15,28,380.11,S034,South,16,2024-04-28 23:18:55.619677,Yoga Mat,https://example.com/images/P0488.jpg
P0489,Home Goods,45,47,146.16,S010,West,53,2024-09-23 23:18:55.619677,Carpet,https://example.com/images/P0489.jpg
P0490,Clothing,20,49,192.86,S016,East,16,2024-04-07 23:18:55.619677,Jacket,https://example.com/images/P0490.jpg
P0491,Sports,65,34,157.97,S002,North,25,2024-03-28 23:18:55.619677,Bicycle Helmet,https://example.com/images/P0491.jpg
P0492,Food,79,29,467.82,S008,East,47,2024-02-21 23:18:55.619677,Chocolate,https://example.com/images/P0492.jpg
P0493,Clothing,87,7,313.43,S036,West,52,2023-11-06 23:18:55.619677,Jacket,https://example.com/images/P0493.jpg
P0494,Home Goods,43,31,406.95,S018,East,33,2024-01-17 23:18:55.619677,Table,https://example.com/images/P0494.jpg
P0495,Clothing,60,28,177.33,S011,West,17,2024-01-06 23:18:55.619677,Jeans,https://example.com/images/P0495.jpg
P0496,Health,96,37,106.95,S032,South,39,2024-02-08 23:18:55.619677,Sanitizer,https://example.com/images/P0496.jpg
P0497,Clothing,4,38,93.21,S025,West,12,2024-07-07 23:18:55.619677,T-Shirt,https://example.com/images/P0497.jpg
P0498,Clothing,13,19,464.95,S017,South,23,2024-09-27 23:18:55.619677,T-Shirt,https://example.com/images/P0498.jpg
P0499,Food,54,22,238.45,S028,East,12,2024-02-01 23:18:55.619677,Cookies,https://example.com/images/P0499.jpg
P0500,Clothing,7,30,178.21,S001,East,54,2024-01-04 23:18:55.619677,Jacket,https://example.com/images/P0500.jpg
P0501,Home Goods,38,7,373.39,S035,North,15,2024-01-09 23:18:55.619677,Lamp,https://example.com/images/P0501.jpg
P0502,Electronics,22,26,176.12,S042,West,28,2023-12-06 23:18:55.619677,Camera,https://example.com/images/P0502.jpg
P0503,Clothing,21,15,195.69,S041,North,29,2024-03-13 23:18:55.619677,Sunglasses,https://example.com/images/P0503.jpg
P0504,Health,99,45,475.48,S040,South,55,2024-04-24 23:18:55.619677,Sanitizer,https://example.com/images/P0504.jpg
P0505,Food,57,40,475.58,S034,South,21,2024-05-06 23:18:55.619677,Bread,https://example.com/images/P0505.jpg
P0506,Health,15,22,105.39,S023,West,50,2023-11-03 23:18:55.619677,Supplements,https://example.com/images/P0506.jpg
P0507,Electronics,12,37,177.34,S028,North,22,2023-11-09 23:18:55.619677,Smartwatch,https://example.com/images/P0507.jpg
P0508,Health,49,26,38.92,S043,West,25,2024-01-09 23:18:55.619677,Thermometer,https://example.com/images/P0508.jpg
P0509,Clothing,68,11,307.8,S039,South,31,2024-05-21 23:18:55.619677,Sunglasses,https://example.com/images/P0509.jpg
P0510,Food,61,43,58.34,S008,North,56,2024-03-03 23:18:55.619677,Snacks,https://example.com/images/P0510.jpg
P0511,Sports,42,46,126.21,S034,South,49,2024-06-19 23:18:55.619677,Water Bottle,https://example.com/images/P0511.jpg
P0512,Clothing,6,35,370.11,S013,South,21,2024-10-05 23:18:55.619677,Shoes,https://example.com/images/P0512.jpg
P0513,Sports,68,47,224.93,S019,East,34,2024-03-23 23:18:55.619677,Dumbbells,https://example.com/images/P0513.jpg
P0514,Health,97,25,71.59,S004,West,45,2024-02-18 23:18:55.619677,Supplements,https://example.com/images/P0514.jpg
P0515,Electronics,72,25,84.14,S049,North,54,2024-01-06 23:18:55.619677,Smartphone,https://example.com/images/P0515.jpg
P0516,Health,31,8,25.02,S019,South,27,2024-09-01 23:18:55.619677,Vitamins,https://example.com/images/P0516.jpg
P0517,Sports,18,42,285.8,S010,North,37,2024-10-01 23:18:55.619677,Soccer Ball,https://example.com/images/P0517.jpg
P0518,Clothing,31,29,486.52,S020,North,32,2023-12-09 23:18:55.619677,Jacket,https://example.com/images/P0518.jpg
P0519,Food,99,19,274.65,S033,South,25,2024-04-30 23:18:55.619677,Chocolate,https://example.com/images/P0519.jpg
P0520,Electronics,26,14,142.25,S002,West,55,2024-01-06 23:18:55.619677,Camera,https://example.com/images/P0520.jpg
P0521,Sports,50,26,149.79,S036,West,10,2024-01-11 23:18:55.619677,Bicycle Helmet,https://example.com/images/P0521.jpg
P0522,Home Goods,40,34,407.9,S033,North,13,2024-04-27 23:18:55.619677,Curtains,https://example.com/images/P0522.jpg
P0523,Clothing,60,24,258.05,S030,West,16,2023-10-30 23:18:55.619677,Shoes,https://example.com/images/P0523.jpg
P0524,Home Goods,65,42,450.35,S021,North,21,2024-03-01 23:18:55.619677,Table,https://example.com/images/P0524.jpg
P0525,Health,95,5,359.92,S005,North,13,2024-06-04 23:18:55.619677,First Aid Kit,https://example.com/images/P0525.jpg
P0526,Health,92,21,277.47,S026,West,35,2023-11-07 23:18:55.619677,First Aid Kit,https://example.com/images/P0526.jpg
P0527,Health,67,9,496.8,S032,East,14,2024-05-19 23:18:55.619677,Supplements,https://example.com/images/P0527.jpg
P0528,Health,61,49,228.01,S007,North,41,2024-09-11 23:18:55.619677,Vitamins,https://example.com/images/P0528.jpg
P0529,Home Goods,26,11,56.42,S018,East,44,2024-05-16 23:18:55.619677,Candle,https://example.com/images/P0529.jpg
P0530,Electronics,13,9,496.73,S031,North,14,2024-04-19 23:18:55.619677,Camera,https://example.com/images/P0530.jpg
P0531,Sports,99,27,388.18,S005,East,43,2024-01-21 23:18:55.619677,Bicycle Helmet,https://example.com/images/P0531.jpg
P0532,Health,23,46,464.18,S018,East,48,2024-01-19 23:18:55.619677,Thermometer,https://example.com/images/P0532.jpg
P0533,Food,96,34,430.33,S009,East,22,2024-01-13 23:18:55.619677,Bread,https://example.com/images/P0533.jpg
P0534,Food,61,5,492.99,S040,West,12,2024-02-29 23:18:55.620712,Snacks,https://example.com/images/P0534.jpg
P0535,Electronics,20,32,124.73,S041,West,16,2023-12-28 23:18:55.620712,Laptop,https://example.com/images/P0535.jpg
P0536,Health,3,40,246.62,S033,East,20,2024-01-25 23:18:55.620712,Toothpaste,https://example.com/images/P0536.jpg
P0537,Clothing,32,32,275.7,S040,West,21,2024-01-12 23:18:55.620712,Hat,https://example.com/images/P0537.jpg
P0538,Health,16,16,309.28,S005,North,21,2024-02-02 23:18:55.620712,Vitamins,https://example.com/images/P0538.jpg
P0539,Clothing,41,16,394.55,S038,South,26,2024-02-08 23:18:55.620712,Shoes,https://example.com/images/P0539.jpg
P0540,Clothing,67,13,40.51,S034,West,23,2024-05-18 23:18:55.620712,Shoes,https://example.com/images/P0540.jpg
P0541,Food,30,12,49.98,S038,North,33,2024-06-29 23:18:55.620712,Cookies,https://example.com/images/P0541.jpg
P0542,Clothing,37,21,268.05,S041,South,24,2024-06-30 23:18:55.620712,Jeans,https://example.com/images/P0542.jpg
P0543,Home Goods,54,11,281.5,S038,North,36,2024-06-30 23:18:55.620712,Candle,https://example.com/images/P0543.jpg
P0544,Clothing,47,16,251.59,S010,North,58,2024-05-31 23:18:55.620712,T-Shirt,https://example.com/images/P0544.jpg
P0545,Electronics,9,27,7.51,S032,North,58,2024-02-05 23:18:55.620712,Tablet,https://example.com/images/P0545.jpg
P0546,Electronics,1,21,148.25,S028,West,21,2024-09-28 23:18:55.620712,Smartwatch,https://example.com/images/P0546.jpg
P0547,Electronics,15,17,95.31,S028,West,40,2024-02-05 23:18:55.620712,Camera,https://example.com/images/P0547.jpg
P0548,Food,56,8,304.05,S007,South,33,2024-01-21 23:18:55.620712,Snacks,https://example.com/images/P0548.jpg
P0549,Food,73,39,324.68,S042,South,13,2023-12-24 23:18:55.620712,Chocolate,https://example.com/images/P0549.jpg
P0550,Health,16,9,468.21,S020,East,55,2024-03-13 23:18:55.620712,Thermometer,https://example.com/images/P0550.jpg
P0551,Health,43,20,74.56,S003,East,28,2024-06-17 23:18:55.620712,Sanitizer,https://example.com/images/P0551.jpg
P0552,Electronics,45,24,100.76,S035,South,34,2024-03-17 23:18:55.620712,Laptop,https://example.com/images/P0552.jpg
P0553,Clothing,12,13,459.75,S030,East,30,2024-03-30 23:18:55.620712,T-Shirt,https://example.com/images/P0553.jpg
P0554,Food,20,49,402.04,S016,South,17,2024-04-17 23:18:55.620712,Pasta,https://example.com/images/P0554.jpg
P0555,Home Goods,4,35,49.73,S041,West,37,2024-07-15 23:18:55.620712,Carpet,https://example.com/images/P0555.jpg
P0556,Sports,15,42,215.11,S024,North,54,2024-05-25 23:18:55.620712,Dumbbells,https://example.com/images/P0556.jpg
P0557,Sports,89,19,251.66,S016,South,44,2024-01-25 23:18:55.620712,Dumbbells,https://example.com/images/P0557.jpg
P0558,Sports,96,26,159.55,S035,West,39,2023-12-22 23:18:55.620712,Tennis Racket,https://example.com/images/P0558.jpg
P0559,Food,66,23,440.01,S047,West,29,2024-01-27 23:18:55.620712,Juice,https://example.com/images/P0559.jpg
P0560,Electronics,53,29,85.66,S037,East,59,2024-09-14 23:18:55.620712,Laptop,https://example.com/images/P0560.jpg
P0561,Sports,19,45,360.91,S047,West,31,2024-01-24 23:18:55.620712,Soccer Ball,https://example.com/images/P0561.jpg
P0562,Clothing,67,15,426.11,S003,South,58,2024-06-14 23:18:55.620712,Sunglasses,https://example.com/images/P0562.jpg
P0563,Food,66,35,214.63,S025,North,44,2024-09-27 23:18:55.620712,Cookies,https://example.com/images/P0563.jpg
P0564,Health,94,45,146.32,S023,North,59,2024-10-03 23:18:55.620712,Thermometer,https://example.com/images/P0564.jpg
P0565,Home Goods,67,46,458.41,S022,West,38,2024-08-29 23:18:55.620712,Curtains,https://example.com/images/P0565.jpg
P0566,Sports,37,25,432.6,S035,East,31,2024-06-23 23:18:55.620712,Bicycle Helmet,https://example.com/images/P0566.jpg
P0567,Home Goods,66,20,342.0,S013,West,43,2023-12-14 23:18:55.620712,Curtains,https://example.com/images/P0567.jpg
P0568,Clothing,8,13,109.67,S018,South,23,2024-08-09 23:18:55.620712,Jacket,https://example.com/images/P0568.jpg
P0569,Clothing,49,26,463.92,S039,West,44,2024-10-14 23:18:55.620712,Shoes,https://example.com/images/P0569.jpg
P0570,Electronics,56,10,240.48,S047,North,36,2023-11-04 23:18:55.620712,Headphones,https://example.com/images/P0570.jpg
P0571,Home Goods,98,32,212.62,S034,South,26,2024-07-06 23:18:55.620712,Curtains,https://example.com/images/P0571.jpg
P0572,Health,12,47,463.32,S022,West,35,2024-10-04 23:18:55.620712,Vitamins,https://example.com/images/P0572.jpg
P0573,Health,59,5,303.22,S040,North,59,2024-05-11 23:18:55.620712,Sanitizer,https://example.com/images/P0573.jpg
P0574,Health,37,28,169.95,S035,West,21,2024-02-15 23:18:55.620712,Sanitizer,https://example.com/images/P0574.jpg
P0575,Sports,92,25,13.02,S022,South,40,2024-09-17 23:18:55.620712,Yoga Mat,https://example.com/images/P0575.jpg
P0576,Sports,19,40,61.39,S018,North,18,2023-12-10 23:18:55.620712,Tennis Racket,https://example.com/images/P0576.jpg
P0577,Home Goods,23,25,358.19,S041,South,26,2024-07-13 23:18:55.620712,Curtains,https://example.com/images/P0577.jpg
P0578,Sports,98,45,325.8,S026,West,11,2023-12-23 23:18:55.620712,Soccer Ball,https://example.com/images/P0578.jpg
P0579,Food,9,30,39.03,S014,South,19,2024-05-06 23:18:55.620712,Bread,https://example.com/images/P0579.jpg
P0580,Clothing,88,39,104.76,S032,West,32,2023-11-16 23:18:55.620712,Shoes,https://example.com/images/P0580.jpg
P0581,Sports,46,36,256.78,S032,East,22,2024-05-21 23:18:55.620712,Yoga Mat,https://example.com/images/P0581.jpg
P0582,Sports,24,33,212.5,S018,North,19,2024-05-22 23:18:55.620712,Tennis Racket,https://example.com/images/P0582.jpg
P0583,Food,1,42,250.59,S041,West,27,2024-09-27 23:18:55.620712,Pasta,https://example.com/images/P0583.jpg
P0584,Clothing,90,37,342.1,S022,South,52,2023-12-31 23:18:55.620712,Jeans,https://example.com/images/P0584.jpg
P0585,Home Goods,28,48,105.41,S011,North,33,2024-01-01 23:18:55.620712,Lamp,https://example.com/images/P0585.jpg
P0586,Electronics,40,24,188.32,S039,North,35,2023-12-08 23:18:55.620712,Smartwatch,https://example.com/images/P0586.jpg
P0587,Sports,30,14,290.57,S017,West,58,2024-08-31 23:18:55.620712,Water Bottle,https://example.com/images/P0587.jpg
P0588,Sports,34,18,150.82,S008,West,20,2024-07-20 23:18:55.620712,Bicycle Helmet,https://example.com/images/P0588.jpg
P0589,Electronics,27,35,297.71,S048,South,12,2024-07-28 23:18:55.620712,Smartphone,https://example.com/images/P0589.jpg
P0590,Health,83,15,491.64,S025,East,54,2024-07-17 23:18:55.620712,Toothpaste,https://example.com/images/P0590.jpg
P0591,Food,19,22,163.93,S041,West,41,2024-10-01 23:18:55.620712,Pasta,https://example.com/images/P0591.jpg
P0592,Health,73,38,424.73,S036,South,29,2024-10-04 23:18:55.620712,Vitamins,https://example.com/images/P0592.jpg
P0593,Clothing,70,30,242.96,S016,West,39,2024-08-10 23:18:55.620712,Hat,https://example.com/images/P0593.jpg
P0594,Sports,3,10,351.74,S021,East,23,2024-05-25 23:18:55.620712,Bicycle Helmet,https://example.com/images/P0594.jpg
P0595,Sports,59,26,8.15,S021,West,46,2024-05-19 23:18:55.620712,Water Bottle,https://example.com/images/P0595.jpg
P0596,Home Goods,51,19,220.21,S029,North,30,2024-07-10 23:18:55.620712,Carpet,https://example.com/images/P0596.jpg
P0597,Sports,58,8,129.1,S018,West,48,2024-01-01 23:18:55.620712,Soccer Ball,https://example.com/images/P0597.jpg
P0598,Health,45,15,336.34,S045,North,36,2024-09-01 23:18:55.620712,Toothpaste,https://example.com/images/P0598.jpg
P0599,Home Goods,71,35,496.68,S037,East,37,2024-05-18 23:18:55.620712,Candle,https://example.com/images/P0599.jpg
P0600,Sports,33,38,463.82,S013,North,30,2024-03-14 23:18:55.620712,Bicycle Helmet,https://example.com/images/P0600.jpg
P0601,Electronics,37,8,225.32,S047,East,40,2024-05-04 23:18:55.620712,Tablet,https://example.com/images/P0601.jpg
P0602,Home Goods,42,5,242.29,S005,East,35,2024-05-05 23:18:55.620712,Chair,https://example.com/images/P0602.jpg
P0603,Clothing,45,18,461.9,S011,North,23,2024-09-25 23:18:55.620712,Jeans,https://example.com/images/P0603.jpg
P0604,Sports,7,19,402.33,S025,North,14,2023-11-09 23:18:55.620712,Water Bottle,https://example.com/images/P0604.jpg
P0605,Health,99,38,466.74,S007,South,16,2024-01-01 23:18:55.620712,First Aid Kit,https://example.com/images/P0605.jpg
P0606,Home Goods,40,40,225.02,S045,North,57,2024-10-12 23:18:55.620712,Carpet,https://example.com/images/P0606.jpg
P0607,Health,74,17,144.6,S036,South,50,2024-04-19 23:18:55.620712,Toothpaste,https://example.com/images/P0607.jpg
P0608,Clothing,37,5,385.9,S048,East,36,2023-11-07 23:18:55.620712,Sunglasses,https://example.com/images/P0608.jpg
P0609,Health,39,21,93.51,S044,East,50,2024-02-20 23:18:55.620712,Supplements,https://example.com/images/P0609.jpg
P0610,Home Goods,15,35,323.06,S029,North,20,2024-01-06 23:18:55.620712,Candle,https://example.com/images/P0610.jpg
P0611,Home Goods,21,47,432.98,S022,South,31,2024-03-31 23:18:55.620712,Curtains,https://example.com/images/P0611.jpg
P0612,Sports,32,12,184.08,S022,West,19,2024-04-20 23:18:55.620712,Soccer Ball,https://example.com/images/P0612.jpg
P0613,Sports,12,25,255.42,S016,East,26,2024-08-28 23:18:55.620712,Soccer Ball,https://example.com/images/P0613.jpg
P0614,Electronics,75,46,323.88,S001,North,55,2024-09-21 23:18:55.620712,Headphones,https://example.com/images/P0614.jpg
P0615,Health,43,40,481.48,S044,East,11,2024-09-27 23:18:55.620712,Toothpaste,https://example.com/images/P0615.jpg
P0616,Health,23,7,208.75,S014,West,55,2024-04-26 23:18:55.620712,Sanitizer,https://example.com/images/P0616.jpg
P0617,Clothing,90,21,484.34,S014,East,19,2024-06-14 23:18:55.620712,Shoes,https://example.com/images/P0617.jpg
P0618,Electronics,7,49,194.18,S036,West,23,2024-01-21 23:18:55.620712,Camera,https://example.com/images/P0618.jpg
P0619,Health,41,32,182.53,S019,East,43,2024-01-08 23:18:55.620712,Supplements,https://example.com/images/P0619.jpg
P0620,Sports,54,32,459.23,S028,South,26,2024-09-21 23:18:55.620712,Dumbbells,https://example.com/images/P0620.jpg
P0621,Clothing,92,34,260.74,S038,East,31,2024-06-30 23:18:55.620712,Sunglasses,https://example.com/images/P0621.jpg
P0622,Health,14,15,454.37,S019,West,56,2024-03-31 23:18:55.620712,Toothpaste,https://example.com/images/P0622.jpg
P0623,Clothing,33,34,300.71,S047,South,50,2024-05-29 23:18:55.620712,Jeans,https://example.com/images/P0623.jpg
P0624,Clothing,60,26,186.7,S040,South,21,2023-12-16 23:18:55.620712,Sunglasses,https://example.com/images/P0624.jpg
P0625,Home Goods,14,46,494.95,S026,West,51,2024-04-17 23:18:55.620712,Table,https://example.com/images/P0625.jpg
P0626,Health,37,34,221.33,S038,South,28,2024-04-28 23:18:55.620712,Thermometer,https://example.com/images/P0626.jpg
P0627,Food,15,27,96.92,S036,East,19,2024-06-22 23:18:55.620712,Cookies,https://example.com/images/P0627.jpg
P0628,Sports,45,15,272.56,S018,South,26,2023-12-15 23:18:55.620712,Water Bottle,https://example.com/images/P0628.jpg
P0629,Electronics,31,6,61.57,S011,West,34,2024-05-25 23:18:55.620712,Headphones,https://example.com/images/P0629.jpg
P0630,Health,64,26,73.16,S023,East,29,2024-09-05 23:18:55.620712,Toothpaste,https://example.com/images/P0630.jpg
P0631,Electronics,49,49,183.69,S027,West,25,2024-07-26 23:18:55.620712,Camera,https://example.com/images/P0631.jpg
P0632,Clothing,16,19,198.07,S018,West,22,2024-10-08 23:18:55.620712,Jacket,https://example.com/images/P0632.jpg
P0633,Health,67,38,25.44,S001,North,42,2024-09-25 23:18:55.620712,Toothpaste,https://example.com/images/P0633.jpg
P0634,Home Goods,32,7,97.26,S049,East,35,2024-09-25 23:18:55.620712,Curtains,https://example.com/images/P0634.jpg
P0635,Home Goods,1,34,431.14,S026,South,35,2024-07-23 23:18:55.620712,Candle,https://example.com/images/P0635.jpg
P0636,Electronics,49,45,101.92,S050,East,29,2024-07-13 23:18:55.620712,Camera,https://example.com/images/P0636.jpg
P0637,Electronics,57,42,126.94,S029,North,17,2024-01-18 23:18:55.620712,Smartwatch,https://example.com/images/P0637.jpg
P0638,Clothing,95,28,119.61,S020,North,31,2024-04-18 23:18:55.620712,Jacket,https://example.com/images/P0638.jpg
P0639,Health,61,15,151.54,S030,West,42,2024-04-19 23:18:55.620712,Thermometer,https://example.com/images/P0639.jpg
P0640,Sports,93,25,466.59,S049,East,16,2024-06-02 23:18:55.620712,Soccer Ball,https://example.com/images/P0640.jpg
P0641,Electronics,40,22,414.56,S017,East,41,2024-07-24 23:18:55.620712,Smartphone,https://example.com/images/P0641.jpg
P0642,Clothing,80,8,98.94,S015,West,51,2024-07-25 23:18:55.620712,Hat,https://example.com/images/P0642.jpg
P0643,Food,46,15,423.27,S048,East,19,2024-08-13 23:18:55.620712,Pasta,https://example.com/images/P0643.jpg
P0644,Health,91,22,432.65,S036,West,20,2024-08-07 23:18:55.620712,Thermometer,https://example.com/images/P0644.jpg
P0645,Clothing,78,31,132.67,S039,West,46,2023-12-22 23:18:55.620712,T-Shirt,https://example.com/images/P0645.jpg
P0646,Clothing,66,43,78.27,S001,East,36,2024-10-01 23:18:55.620712,Jacket,https://example.com/images/P0646.jpg
P0647,Health,44,27,275.67,S045,West,49,2024-01-18 23:18:55.620712,Vitamins,https://example.com/images/P0647.jpg
P0648,Home Goods,3,23,295.73,S005,West,14,2024-01-19 23:18:55.620712,Carpet,https://example.com/images/P0648.jpg
P0649,Clothing,45,15,15.16,S024,South,43,2024-01-12 23:18:55.620712,Hat,https://example.com/images/P0649.jpg
P0650,Electronics,8,46,289.7,S033,West,39,2024-05-26 23:18:55.620712,Tablet,https://example.com/images/P0650.jpg
P0651,Home Goods,82,22,439.5,S018,North,57,2024-05-04 23:18:55.620712,Candle,https://example.com/images/P0651.jpg
P0652,Electronics,26,46,199.11,S038,South,23,2024-07-14 23:18:55.620712,Smartphone,https://example.com/images/P0652.jpg
P0653,Health,16,6,81.94,S040,West,48,2023-12-07 23:18:55.620712,Supplements,https://example.com/images/P0653.jpg
P0654,Electronics,14,32,116.8,S033,East,55,2024-08-29 23:18:55.620712,Laptop,https://example.com/images/P0654.jpg
P0655,Food,0,16,88.56,S015,East,24,2024-03-10 23:18:55.620712,Juice,https://example.com/images/P0655.jpg
P0656,Electronics,95,19,118.29,S033,North,27,2024-01-30 23:18:55.620712,Camera,https://example.com/images/P0656.jpg
P0657,Food,89,10,308.74,S010,East,18,2024-07-19 23:18:55.620712,Snacks,https://example.com/images/P0657.jpg
P0658,Home Goods,44,8,116.81,S011,South,28,2024-04-11 23:18:55.620712,Candle,https://example.com/images/P0658.jpg
P0659,Health,1,34,347.3,S024,East,33,2024-04-01 23:18:55.620712,Supplements,https://example.com/images/P0659.jpg
P0660,Electronics,54,13,271.88,S020,West,27,2024-10-02 23:18:55.620712,Headphones,https://example.com/images/P0660.jpg
P0661,Clothing,19,5,117.69,S032,North,50,2023-12-01 23:18:55.620712,T-Shirt,https://example.com/images/P0661.jpg
P0662,Electronics,26,30,464.16,S020,East,41,2024-03-28 23:18:55.620712,Laptop,https://example.com/images/P0662.jpg
P0663,Clothing,50,49,164.18,S002,West,39,2024-08-04 23:18:55.620712,Jacket,https://example.com/images/P0663.jpg
P0664,Sports,97,29,128.27,S020,South,19,2023-12-08 23:18:55.620712,Yoga Mat,https://example.com/images/P0664.jpg
P0665,Electronics,83,24,367.09,S003,West,42,2024-02-27 23:18:55.620712,Smartwatch,https://example.com/images/P0665.jpg
P0666,Sports,16,23,53.15,S044,North,49,2024-06-13 23:18:55.620712,Water Bottle,https://example.com/images/P0666.jpg
P0667,Sports,87,18,308.52,S043,East,45,2024-06-01 23:18:55.620712,Dumbbells,https://example.com/images/P0667.jpg
P0668,Clothing,80,16,342.18,S021,East,32,2024-10-04 23:18:55.620712,Hat,https://example.com/images/P0668.jpg
P0669,Home Goods,78,37,432.12,S028,North,22,2024-10-07 23:18:55.620712,Table,https://example.com/images/P0669.jpg
P0670,Food,22,33,295.92,S016,West,13,2024-08-05 23:18:55.620712,Chocolate,https://example.com/images/P0670.jpg
P0671,Sports,86,12,276.22,S009,West,57,2024-07-26 23:18:55.620712,Tennis Racket,https://example.com/images/P0671.jpg
P0672,Electronics,52,5,68.53,S030,South,48,2024-04-24 23:18:55.620712,Headphones,https://example.com/images/P0672.jpg
P0673,Sports,51,10,344.28,S004,North,47,2024-01-02 23:18:55.620712,Tennis Racket,https://example.com/images/P0673.jpg
P0674,Sports,20,38,112.61,S014,West,36,2024-03-19 23:18:55.620712,Water Bottle,https://example.com/images/P0674.jpg
P0675,Home Goods,1,33,371.42,S003,North,48,2024-09-11 23:18:55.620712,Curtains,https://example.com/images/P0675.jpg
P0676,Electronics,76,9,486.86,S041,East,59,2024-02-04 23:18:55.620712,Tablet,https://example.com/images/P0676.jpg
P0677,Health,65,19,442.28,S047,North,44,2024-07-13 23:18:55.620712,Toothpaste,https://example.com/images/P0677.jpg
P0678,Food,75,44,290.79,S002,East,15,2023-10-31 23:18:55.620712,Juice,https://example.com/images/P0678.jpg
P0679,Electronics,21,44,244.98,S042,South,37,2024-02-19 23:18:55.620712,Tablet,https://example.com/images/P0679.jpg
P0680,Sports,13,21,150.25,S003,North,10,2024-04-27 23:18:55.620712,Soccer Ball,https://example.com/images/P0680.jpg
P0681,Home Goods,86,34,413.73,S042,East,36,2024-02-21 23:18:55.620712,Carpet,https://example.com/images/P0681.jpg
